序號,詞語,級別,注音,漢拼,詞類/性質,詞彙英譯,語義/義項,情境,用法-常用搭配詞,例句
1401,社會,第3*級,ㄕㄜˋ ㄏㄨㄟˋ,shèhuì,N,society,,14.社會,現代社會，整個社會,現代社會跟傳統社會有很多不一樣的習慣。
1402,深,第3*級,ㄕㄣ,shēn,Vs,deep,水面離水底很遠的樣子。,核心詞,,這個游泳池太深了，不適合小孩子游。
1403,深,第3*級,ㄕㄣ,shēn,Vs,(of a color) dark,,核心詞,,我買了一件深色的毛衣，穿了看起來比較瘦。
1404,身邊,第3*級,ㄕㄣ ㄅㄧㄢ,shēnbiān,N,at one's side,一個人的旁邊。,核心詞,,每次我心情不好的時候，他總是陪在我身邊。
1405,身高,第3*級,ㄕㄣ ㄍㄠ,shēngāo,N,Height,人身體的高度。,7.身體、醫療,,他的身高不高，但是籃球打得很好。
1406,生活費,第3*級,ㄕㄥ ㄏㄨㄛˊ ㄈㄟˋ,shēnghuófèi,N,"cost of living, living expenses, alimony",過生活必須要花的錢。,2.日常起居,,我一個月的生活費大概需要15000塊左右。
1407,聖誕老人,第3*級,ㄕㄥˋ　ㄉㄢˋ　ㄌㄠˇ　ㄖㄣˊ,shèngdànlǎorén,N,Santa Claus,,15.文化,,每年聖誕節的時候，我都希望收到聖誕老人的禮物。
1408,時,第3*級,ㄕˊ,shí,M,o’clock,,核心詞,幾時幾分，上午九時,上課時間是八時十分到十時。
1409,時,第3*級,ㄕˊ,shí,N,time,時候。,核心詞,在……時，上課時,上課時不能用手機。
1410,時差,第3*級,ㄕˊ ㄔㄚ,shíchā,N,"time difference,  jet lag",兩個地方時間的不同。,5.交通、旅遊,一個小時的時差,他剛剛從美國到台灣，因為時差的關係需要休息。
1411,時鐘/鐘1,第3*級,ㄕˊ ㄓㄨㄥ / ㄓㄨㄥ,shízhōng / zhōng,N,clock,可以知道時間的東西。,2.日常起居,一個時鐘,在火車站外面一般會有很大的時鐘。
1412,市區,第3*級,ㄕˋ ㄑㄩ,shìqū,N,downtown,一座城市比較熱鬧的地方。,2.日常起居,台南市區,他剛從鄉下搬到市區，還不太習慣。
1413,熟,第3*級,ㄕㄡˊ,shóu,Vp,cooked (food),把食物弄到可以吃的程度。,核心詞,食物熟了,沒有熟的是米，熟了的是飯。
1414,熟,第3*級,ㄕㄡˊ,shóu,Vp,"ripe ( fruit), mature (seeds)",水果長到可以吃的程度。,核心詞,水果熟了,這顆木瓜還沒熟，過兩天再吃。
1415,熟,第3*級,ㄕㄡˊ,shóu,Vs,familiar,常見面的、認識的。,核心詞,熟人,我天天去那家飲料店，跟店員都很熟。
1416,書法,第3*級,ㄕㄨ ㄈㄚˇ,shūfǎ,N,calligraphy,,8.教育、學習,寫書法,他對書法有興趣，很想學。
1417,書架,第3*級,ㄕㄨ ㄐㄧㄚˋ,shūjià,N,"bookshelf, bookcase",放書的地方。,2.日常起居,,我非常喜歡看書，房間裡的書架上放了很多書。
1418,書桌,第3*級,ㄕㄨ ㄓㄨㄛ,shūzhuō,N,desk,讀書用的桌子。,2.日常起居,一張書桌,我的房間裡有一張很大的書桌。
1419,數,第3*級,ㄕㄨˇ,shǔ,V,to count,算。,核心詞,數錢,你數一數，這裡有幾個人？
1420,刷,第3*級,ㄕㄨㄚ,shuā,N,brush,,9.購物、商店,刷子，牙刷,他用刷子，把浴室刷得很乾淨。
1421,刷,第3*級,ㄕㄨㄚ,shuā,V,to clean with a brush,用刷子把東西弄乾淨。,9.購物、商店,刷牙,我吃完飯後就刷牙。
1422,睡衣,第3*級,ㄕㄨㄟˋ　ㄧ,shuìyī,N,pajamas,睡覺時穿的衣服。,9.購物、商店,一件睡衣，一套睡衣,洗澡以後穿上睡衣，我就上床睡覺了。
1423,速度,第3*級,ㄙㄨˋ ㄉㄨˋ,sùdù,N,speed,快、慢的程度。,核心詞,,人跑步的速度一定比汽車慢。
1424,孫女,第3*級,ㄙㄨㄣ　 ㄋㄩˇ,sūnnǚ,N,granddaughter,兒子或女兒的女兒。,1.個人資料,外孫女,今天早上，我在公園看見一位奶奶在教他的孫女騎腳踏車。
1425,孫子,第3*級,ㄙㄨㄣ　 ˙ㄗ,sūnzi,N,grandson,兒子或女兒的兒子。,1.個人資料,,爺爺每天晚上給孫子說故事。
1426,鎖,第3*級,ㄙㄨㄛˇ,suǒ,N,lock,要用鑰匙才能打開的東西。,2.日常起居,門鎖，一道鎖,我把鑰匙弄丟了，沒辦法把這個鎖打開。
1427,鎖,第3*級,ㄙㄨㄛˇ,suǒ,V,to lock,把東西關上。,2.日常起居,鎖門，鎖上，鎖起來,最後一個離開教室的人要鎖門。
1428,談,第3*級,ㄊㄢˊ,tán,V,"to talk, to talk about, to discuss",說話或討論。,核心詞,,你現在有空嗎？我想跟你談一談這個計畫。
1429,討論,第3*級,ㄊㄠˇ ㄌㄨㄣˋ,tǎolùn,V,to discuss,兩個人以上一起研究、談一談。,8.教育、學習,A跟B討論,這個問題我們跟他已經討論許多次了。
1430,討論,第3*級,ㄊㄠˇ ㄌㄨㄣˋ,tǎolùn,N,discussion,,8.教育、學習,,這次的討論沒有結果。
1431,套餐,第3*級,ㄊㄠˋ  ㄘㄢ,tàocān,N,set meal,飯或麵，再加上湯、甜點、飲料等一起賣的一份餐點。,10.餐飲、烹飪,一份套餐,我每次到速食餐廳，都點套餐。
1432,題,第3*級,ㄊㄧˊ,tí,M,classifier for examination questions,,8.教育、學習,一題,這次的考試題目一共有二十題。
1433,題目,第3*級,ㄊㄧˊ ㄇㄨˋ,tímù,N,"topic, title, examination questions",作文或故事的名字，考試的時候要回答的問題。,8.教育、學習,這個題目，作文題目，考試題目,老師叫我們寫作文，題目是「我最喜歡的台灣小吃」。這次考試的題目很多，我沒寫完。
1434,廳,第3*級,ㄊㄧㄥ,tīng,N,hall,,2.日常起居,音樂廳，大廳,今天晚上在國家音樂廳有一場音樂會。
1435,同班,第3*級,ㄊㄨㄥˊ ㄅㄢ,tóngbān,Phrase,to be in the same class,在同一個班。,1.個人資料,同班同學，和……同班,我和他從小學到高中都是同班同學。
1436,同時,第3*級,ㄊㄨㄥˊ ㄕˊ,tóngshí,Adv,at the same time,同一時間。,核心詞,,他同時學中文和台語兩種語言。
1437,同時,第3*級,ㄊㄨㄥˊ ㄕˊ,tóngshí,Conj,also,,核心詞,同時也,他在學中文，同時也在學校教日文。
1438,同樣,第3*級,ㄊㄨㄥˊ ㄧㄤˋ,tóngyàng,Vs,same,一樣。,核心詞,,同樣的事情，但是每個人有不同的做法。我和他同樣都學中文，但是學的時間不一樣長。
1439,偷,第3*級,ㄊㄡ,tōu,V,to steal,沒有經過同意，把東西拿走。,12.安全,偷東西，偷走,我的錢包被偷了。
1440,拖鞋,第3*級,ㄊㄨㄛ ㄒㄧㄝˊ,tuōxié,N,slippers,一種沒有把腳的後面包起來，穿起來很舒服的鞋子。,9.購物、商店,一雙拖鞋,爬山不適合穿拖鞋。進屋請把鞋子脫掉，換拖鞋。
1441,外公/外祖父,第3*級,ㄨㄞˋ ㄍㄨㄥ /ㄨㄞˋ ㄗㄨˇ ㄈㄨˋ,wàigong/ wàizǔfù,N,mother's father,媽媽的父親。,1.個人資料,,我的外公是小學老師。
1442,外婆/外祖母,第3*級,ㄨㄞˋ ㄆㄛˊ /ㄨㄞˋ ㄗㄨˇ ㄇㄨˇ,wàipó/wài zǔmǔ,N,mother's mother,媽媽的母親。,1.個人資料,,我小時候常去外婆家玩。
1443,完,第3*級,ㄨㄢˊ,wán,Vp,"completely, whole",,核心詞,看完，說完，用完，寫完,我一個禮拜就可以看完這本書。
1444,完全,第3*級,ㄨㄢˊ ㄑㄩㄢˊ,wánquán,Adv,completely,,核心詞,,我完全不知道這件事！
1445,蚊子,第3*級,ㄨㄣˊ ˙ㄗ,wénzi,N,mosquito,一種動物。,2.日常起居,一隻蚊子,我不喜歡夏天，因為夏天蚊子很多。
1446,臥房,第3*級,ㄨㄛˋ ㄈㄤˊ,wòfáng,N,bedroom,睡覺的房間。,2.日常起居,一間臥房,他的臥房在二樓。
1447,臥室,第3*級,ㄨㄛˋ　ㄕˋ,wòshì,N,bedroom,睡覺用的房間。,2.日常起居,一間臥室,他的臥室又大又乾淨。
1448,污染/汙染,第3*級,ㄨㄖㄢˇ/ ㄨ ㄖㄢˇ,wūrǎn,V,to pollute,弄髒，變得不乾淨。,14.社會,污染空氣，污染環境,這條河污染得很嚴重，河裡的魚都死了。
1449,污染/汙染,第3*級,ㄨㄖㄢˇ/ ㄨ ㄖㄢˇ,wūrǎn,N,pollution,,14.社會,空氣污染，環境污染，水汙染,現代人都很關心環境汙染的問題。
1450,現代,第3*級,ㄒㄧㄢˋ ㄉㄞˋ,xiàndài,N,modern times,最近二、三十年。,8.教育、學習,現代社會，現代生活，現代人,網路讓現代生活越來越方便。
1451,箱子/箱,第3*級,ㄒㄧㄤ,xiāngzi/ xiāng,N,box,,核心詞,紙箱,我把書裝進箱子裡。
1452,箱子/箱,第3*級,ㄒㄧㄤ,xiāngzi/ xiāng,M,classifier for box,,核心詞,一箱水果,我們買了一箱橘子。
1453,香味,第3*級,ㄒㄧㄤ ㄨㄟˋ,xiāngwèi,N,fragrance,好聞的味道。,10.餐飲、烹飪,聞到香味,我聞到烤麵包的香味，這附近有麵包店嗎？
1454,鄉下,第3*級,ㄒㄧㄤ ㄒㄧㄚˋ,xiāngxià,N,countryside,人、車跟房子比較少的地方。,2.日常起居,,她非常喜歡台灣鄉下的風景，希望可以再去玩。
1455,小費,第3*級,ㄒㄧㄠˇ　ㄈㄟˋ,xiǎofèi,N,tip,除了應該付的錢，另外再給服務的人一些錢。,9.購物、商店,給小費,如果餐廳服務生服務得好，我都會給他小費。
1456,心情,第3*級,ㄒㄧㄣ ㄑㄧㄥˊ,xīnqíng,N,mood,心裡的感覺。,核心詞,心情好，壞心情,他今天考得很好，所以心情很好。天氣會影響人的心情嗎？
1457,信封,第3*級,ㄒㄧㄣˋ ㄈㄥ,xìnfēng,N,envelope,,11.公共服務,一個信封,我忘記把信放進信封裡就寄出去了。
1458,星星,第3*級,ㄒㄧㄥ ˙ㄒㄧㄥ,xīngxing,N,star,,13.自然環境,一顆星星,晚上天氣很好，天空中有好多星星，非常漂亮。
1459,選擇,第3*級,ㄒㄩㄢˇ ㄗㄜˊ,xuǎnzé,V,"to choose, to select",在一些事物中找出好的、想要的。,核心詞,,因為他想學傳統漢字，他選擇來台灣學中文。
1460,選擇,第3*級,ㄒㄩㄢˇ ㄗㄜˊ,xuǎnzé,N,choice,選出來的人、事、物。,核心詞,很多種選擇，不同的選擇,大學畢業後要做什麼可以有很多種選擇。
1461,許多,第3*級,ㄒㄩˇ ㄉㄨㄛ,xǔduō,Det,"many, much, a lot of",很多。,核心詞,許多人，許多國家，許多問題,一個國家人太多會帶來許多問題，比方說食物不夠。
1462,亞洲,第3*級,ㄧㄚˋ ㄓㄡ,yàzhōu,N,Asia,,核心詞,亞洲國家，亞洲文化,台灣在亞洲的東部。
1463,嚴重,第3*級,ㄧㄢˊ ㄓㄨㄥˋ,yánzhòng,Vs,serious,情形緊張、危險，影響很大。,7.身體、醫療,,他沒去看醫生，所以病越來越嚴重。
1464,眼,第3*級,ㄧㄢˇ,yǎn,M,glance,,7.身體、醫療,看(了)一眼,他看了那位小姐一眼，發現她是小學同學。
1465,要求,第3*級,ㄧㄠ ㄑㄧㄡˊ,yāoqiú,V,"to claim, to request, to ask",請別人或自己一定要做什麼。,核心詞,,老闆要求我們上班不能遲到。
1466,要求,第3*級,ㄧㄠ ㄑㄧㄡˊ,yāoqiú,N,request,,核心詞,提出要求，這個要求,老闆提出的這個要求，我做不到。
1467,藥房,第3*級,ㄧㄠˋ ㄈㄤˊ,yàofáng,N,pharmacy,賣藥的商店。,7.身體、醫療,一家藥房,我去藥房買藥。
1468,藥局,第3*級,ㄧㄠˋ ㄐㄩˊ,yàojú,N,pharmacy,賣藥的商店或是醫院裡面拿藥的地方。,7.身體、醫療,一家藥局,那家藥局賣很多種的感冒藥。在醫院看完病以後，要到藥局拿藥。
1469,也許,第3*級,ㄧㄝˇ ㄒㄩˇ,yěxǔ,Adv,"perhaps, maybe",,核心詞,,都已經十二點了，他也許不會來了。也許這件事情沒有你想的那麼難。
1470,夜,第3*級,ㄧㄝˋ,yè,N,night,晚上。,核心詞,三天兩夜,我們這次在台北玩了兩天一夜。我昨天喝了太多咖啡，整夜沒睡。
1471,夜晚,第3*級,ㄧㄝˋ ㄨㄢˇ,yèwǎn,N,night,晚上。,核心詞,,台北市到了夜晚還是一樣熱鬧。
1472,一般,第3*級,ㄧˋ ㄅㄢ,yìbān,Vs,"common, ordinary",,核心詞,一般人,一般人都喜歡又便宜又好用的東西。在台灣，一般的餐廳都十一點開門。
1473,一般,第3*級,ㄧˋ ㄅㄢ,yìbān,Adv,generally,,核心詞,一般是，一般都,大學一般是八點開始上課。我一般都是十點上床睡覺。星期天，銀行一般不開門。
1474,一切,第3*級,ㄧˊ ㄑㄧㄝˋ,yíqiè,Det,"everything, all",所有的，全部的。,核心詞,一切都好,知道爸爸媽媽一切都好，我就放心了。這次旅行，我們做好了一切的準備。
1475,衣架,第3*級,ㄧ ㄐㄧㄚˋ,yījià,N,coat hanger,掛衣服的東西。,2.日常起居,掛在衣架上，一個衣架,我一回到家就把衣服掛在衣架上。
1476,以上,第3*級,ㄧˇ ㄕㄤˋ,yǐshàng,N,above,比一個數量或程度高或多。,核心詞,五十歲以上，一年以上，中級以上,在台灣，六十五歲以上的人，搭公車可以買半票。有一些地方，屋子裡要28度以上才能開冷氣。
1477,以下,第3*級,ㄧˇ ㄒㄧㄚˋ,yǐxià,N,"under, below",比一個程度或數量低或少。,核心詞,十八歲以下，150公分以下,在台灣，18歲以下不能喝酒。搭捷運的時候，115公分以下的小孩不用買票。
1478,義大利,第3*級,ㄧˋ ㄉㄚˋ ㄌㄧˋ,yìdàlì,N,Italy,,1.個人資料,義大利菜，義大利麵,義大利的食物在世界上是很有名的。
1479,意見,第3*級,ㄧˋ ㄐㄧㄢˋ,yìjiàn,N,"suggestion, opinion",對一件事的看法或建議。,核心詞,,他們對這件事有不同的意見。
1480,陰天,第3*級,ㄧㄣ ㄊㄧㄢ,yīntiān,N,cloudy day,沒有太陽但也沒下雨的日子。,13.自然環境,,最近幾天都是陰天，完全看不到太陽。
1481,尤其,第3*級,ㄧㄡˊ　 ㄑㄧˊ,yóuqí,Adv,"especially, particularly",特別是……。,核心詞,尤其是,我很喜歡台灣的水果，尤其是芒果。
1482,圓,第3*級,ㄩㄢˊ,yuán,N,circle,,核心詞,,他在紙上畫了一個圓。
1483,圓,第3*級,ㄩㄢˊ,yuán,Vs,round,,核心詞,,今天的月亮很圓。我們家有一張圓桌，可以坐十個人。
1484,原來,第3*級,ㄩㄢˊ ㄌㄞˊ,yuánlái,Adv,original,本來，剛開始的時候。,核心詞,,這裡原來是咖啡店，現在是便利商店。
1485,原因,第3*級,ㄩㄢˊ ㄧㄣ,yuányīn,N,"reason, cause",事情為什麼會發生。,核心詞,……的原因,你知道他生氣的原因嗎？
1486,院子/院,第3*級,ㄩㄢˋ ˙ㄗ/ ㄩㄢˋ,yuànzi/yuàn,N,courtyard,房子前後的地，常常會種花、草。,2.日常起居,前院，後院,夏天的時候，我們常常在院子裡烤肉。
1487,約,第3*級,ㄩㄝ,yuē,V,to do something with someone,要跟誰一起做一件事。,6.社交、人際,,我約了室友明天一起去打籃球。
1488,約會,第3*級,ㄩㄝ ㄏㄨㄟˋ,yuēhuì,V,to have a date,跟朋友或是跟喜歡的人見面。,6.社交、人際,A跟B約會，約過兩次會,明天要跟喜歡的人約會，我決定穿上最漂亮的衣服。
1489,約會,第3*級,ㄩㄝ ㄏㄨㄟˋ,yuēhuì,N,date,跟朋友或是跟喜歡的人見面。,6.社交、人際,第一次的約會,A：「你昨天的約會怎麼樣？」B：「我們聊得很開心。」
1490,月亮,第3*級,ㄩㄝˋ ㄌㄧㄤˋ,yuèliàng,N,moon,,核心詞,,中秋節的時候，我們一邊烤肉，一邊看著又圓又大的月亮。
1491,月台/月臺,第3*級,ㄩㄝˋ ㄊㄞˊ,yuètái,N,platform,,,火車月台,在月台等車的時候要注意安全。
1492,早點,第3*級,ㄗㄠˇ ㄉㄧㄢˇ,zǎodiǎn,N,breakfast,早上吃的食物，又叫早餐或早飯。,核心詞,吃早點,我喜歡吃饅頭當早點。
1493,雜誌,第3*級,ㄗㄚˊ ㄓˋ,zázhì,N,magazine,,4.休閒、娛樂,一本雜誌，汽車雜誌，各種雜誌,他每個月都會買幾本雜誌。
1494,整,第3*級,ㄓㄥˇ,zhěng,Det,whole,完全的、全部的。,核心詞,整個，整句，整年,這整個月都在下雨。他整年都在國外工作。
1495,正,第3*級,ㄓㄥˋ,zhèng,Adv,while,在做什麼事情。,核心詞,,我正要出門，就下大雨了。
1496,正常,第3*級,ㄓㄥˋ ㄔㄤˊ,zhèngcháng,Vs,normal,跟一般人想的、認為的情形一樣。,7.身體、醫療,,我的手機不太正常，開了一會兒，就自己關了。
1497,正好,第3*級,ㄓㄥˋ　ㄏㄠˇ,zhènghǎo,Adv,"just right, just enough",剛好。,核心詞,,我想去找我朋友的時候，他正好來了。
1498,正式,第3*級,ㄓㄥˋ ㄕˋ,zhèngshì,Vs,"formal, official",,8.教育、學習,正式的衣服,姊姊結婚的時候，我們全家都穿得很正式。
1499,枕頭,第3*級,ㄓㄣˇ ˙ㄊㄡ,zhěntou,N,pillow,睡覺的時候放在頭下面的東西。,2.日常起居,一個枕頭,我喜歡睡高一點的枕頭。
1500,汁,第3*級,ㄓ,zhī,N,juice,用水果或是菜做的飲料。,10.餐飲、烹飪,蘋果汁，葡萄汁，番茄汁，西瓜汁，橘子汁,夏天的時候喝一杯西瓜汁讓我覺得非常涼快。
1501,知識,第3*級,ㄓ　ㄕˋ,zhīshì,N,knowledge,學習得到的經驗，或是了解的新東西。,8.教育、學習,新知識，學習知識,我們可以在學校學到很多新知識。
1502,鐘2,第3*級,ㄓㄨㄥ,zhōng,N,bell,,9.購物、商店,打鐘，鐘聲,老師沒有聽到下課鐘聲，所以一直沒有下課。
1503,中式,第3*級,ㄓㄨㄥ ㄕˋ,zhōngshì,Vs,chinese style,中華文化中傳統或常常看到的樣子。,15.文化,,我喜歡吃中式早餐。他比較喜歡中式的家具。
1504,中學,第3*級,ㄓㄨㄥ ㄒㄩㄝˊ,zhōngxué,N,"middle school, secondary school",,1.個人資料,一所中學，中學生,我爸爸在中學教書。他是我中學的同學。
1505,主人,第3*級,ㄓㄨˇ ㄖㄣˊ,zhǔrén,N,owner,,9.購物、商店,,你知道這隻狗的主人是誰嗎？
1506,主人,第3*級,ㄓㄨˇ ㄖㄣˊ,zhǔrén,N,host,,9.購物、商店,,一般中式請客的座位，主人坐在門的旁邊。
1507,住址,第3*級,ㄓㄨˋ ㄓˇ,zhùzhǐ,N,address,住的地方的地址。,1.個人資料,,請在這裡寫您的姓名、電話和住址。
1508,子,第3*級,ㄗˇ,zǐ,N,son,兒子。,1.個人資料,母子，父子，子女;,他們母子都喜歡看書。他有一子一女。
1509,自然,第3*級,ㄗˋ ㄖㄢˊ,zìrán,Vs,natural,,16.情緒、態度,,一個人第一次出國會害怕是很自然的。
1510,自由,第3*級,ㄗˋ ㄧㄡˊ,zìyóu,Vs,free,,核心詞,,這幾天爸爸媽媽不在家，我很自由。
1511,自由,第3*級,ㄗˋ ㄧㄡˊ,zìyóu,N,freedom,,核心詞,,住在哪裡是每個人的自由。
1512,左右,第3*級,ㄗㄨㄛˇ ㄧㄡˋ,zuǒyòu,N,"about, around",大概、差不多。,核心詞,三十歲左右,我在台南住了十年左右。他大概三十歲左右。
1513,做到,第3*級,ㄗㄨㄛˋ ㄉㄠˋ,zuòdào,Phrase,achieved,做一件事情，到想要到的程度。,核心詞,做得到，做不到,父母希望我當醫生，我做到了。
1514,做生意,第3*級,ㄗㄨㄛˋ ㄕㄥ ㄧˋ,zuòshēngyì,Phrase,to do business,,9.購物、商店,,我父親在台北做生意。他畢業後就和朋友一起做生意。
